"word","sentiment","translatedContent"
"rubbish","desagrado","basura"
"rubbish","negativo","basura"
"rubble","miedo","escombros"
"rubble","negativo","escombros"
"rubble","tristeza","escombros"
"rubric","positivo","rúbrica"
"rue","negativo","ruda"
"rue","tristeza","ruda"
"ruffle","negativo","volante fruncido"
"rugged","negativo","escabroso"
"ruin","miedo","ruina"
"ruin","negativo","ruina"
"ruin","tristeza","ruina"
"ruined","enfado","arruinado"
"ruined","desagrado","arruinado"
"ruined","miedo","arruinado"
"ruined","negativo","arruinado"
"ruined","tristeza","arruinado"
"ruinous","enfado","ruinoso"
"ruinous","desagrado","ruinoso"
"ruinous","miedo","ruinoso"
"ruinous","negativo","ruinoso"
"ruinous","tristeza","ruinoso"
"rule","miedo","regla"
"rule","confianza","regla"
"rumor","negativo","rumor"
"rumor","tristeza","rumor"
"runaway","negativo","huir"
"runaway","tristeza","huir"
"rupture","miedo","ruptura"
"rupture","negativo","ruptura"
"rupture","tristeza","ruptura"
"rupture","sorpresa","ruptura"
"ruse","negativo","ardid"
"rust","negativo","oxido"
"rusty","negativo","oxidado"
"ruth","positivo","piedad"
"ruthless","enfado","implacable"
"ruthless","desagrado","implacable"
"ruthless","miedo","implacable"
"ruthless","negativo","implacable"
"saber","enfado","sable"
"saber","miedo","sable"
"saber","negativo","sable"
"sabotage","enfado","sabotaje"
"sabotage","desagrado","sabotaje"
"sabotage","miedo","sabotaje"
"sabotage","negativo","sabotaje"
"sabotage","tristeza","sabotaje"
"sabotage","sorpresa","sabotaje"
"sacrifices","desagrado","sacrificios"
"sacrifices","miedo","sacrificios"
"sacrifices","negativo","sacrificios"
"sacrifices","tristeza","sacrificios"
"sadly","negativo","tristemente"
"sadly","tristeza","tristemente"
"tristeza","negativo","tristeza"
"tristeza","tristeza","tristeza"
"tristeza","confianza","tristeza"
"safe","alegria","seguro"
"safe","positivo","seguro"
"safe","confianza","seguro"
"safeguard","positivo","salvaguardia"
"safeguard","confianza","salvaguardia"
"safekeeping","confianza","custodia"
"sag","miedo","hundimiento"
"sag","negativo","hundimiento"
"sage","positivo","sabio"
"sage","confianza","sabio"
"saint","anticipacion","Santo"
"saint","alegria","Santo"
"saint","positivo","Santo"
"saint","sorpresa","Santo"
"saint","confianza","Santo"
"saintly","anticipacion","santo"
"saintly","alegria","santo"
"saintly","positivo","santo"
"saintly","sorpresa","santo"
"saintly","confianza","santo"
"salary","anticipacion","salario"
"salary","alegria","salario"
"salary","positivo","salario"
"salary","confianza","salario"
"salient","positivo","saliente"
"saliva","anticipacion","saliva"
"sally","sorpresa","salida"
"saloon","enfado","salón"
"salutary","alegria","saludable"
"salutary","positivo","saludable"
"salutary","confianza","saludable"
"salute","alegria","saludo"
"salute","positivo","saludo"
"salvation","anticipacion","salvación"
"salvation","alegria","salvación"
"salvation","positivo","salvación"
"salvation","confianza","salvación"
"salve","positivo","ungüento"
"samurai","miedo","samurai"
"samurai","positivo","samurai"
"sanctification","alegria","santificación"
"sanctification","positivo","santificación"
"sanctification","confianza","santificación"
"sanctify","anticipacion","santificar"
"sanctify","alegria","santificar"
"sanctify","positivo","santificar"
"sanctify","tristeza","santificar"
"sanctify","sorpresa","santificar"
"sanctify","confianza","santificar"
"sanctuary","anticipacion","santuario"
"sanctuary","alegria","santuario"
"sanctuary","positivo","santuario"
"sanctuary","confianza","santuario"
"sanguine","positivo","optimista"
"sanitary","positivo","sanitario"
"sap","negativo","savia"
"sap","tristeza","savia"
"sappy","confianza","lleno de savia"
"sarcasm","enfado","sarcasmo"
"sarcasm","desagrado","sarcasmo"
"sarcasm","negativo","sarcasmo"
"sarcasm","tristeza","sarcasmo"
"sarcoma","miedo","sarcoma"
"sarcoma","negativo","sarcoma"
"sarcoma","tristeza","sarcoma"
"sardonic","negativo","sardónico"
"satanic","enfado","satánico"
"satanic","negativo","satánico"
"satin","positivo","satín"
"satisfactorily","positivo","satisfactoriamente"
"satisfied","alegria","satisfecho"
"satisfied","positivo","satisfecho"
"saturated","desagrado","saturado"
"saturated","negativo","saturado"
"savage","enfado","salvaje"
"savage","miedo","salvaje"
"savage","negativo","salvaje"
"savagery","enfado","salvajismo"
"savagery","miedo","salvajismo"
"savagery","negativo","salvajismo"
"save","alegria","salvar"
"save","positivo","salvar"
"save","confianza","salvar"
"savings","positivo","ahorros"
"savor","anticipacion","saborear"
"savor","desagrado","saborear"
"savor","alegria","saborear"
"savor","positivo","saborear"
"savor","tristeza","saborear"
"savor","confianza","saborear"
"savory","positivo","sabroso"
"savvy","positivo","comprensión"
"scab","negativo","costra"
"scaffold","miedo","andamio"
"scaffold","negativo","andamio"
"scalpel","miedo","bisturí"
"scalpel","negativo","bisturí"
"scaly","negativo","escamoso"
"scandal","miedo","escándalo"
"scandal","negativo","escándalo"
"scandalous","enfado","escandaloso"
"scandalous","negativo","escandaloso"
"scanty","negativo","escaso"
"scapegoat","enfado","chivo expiatorio"
"scapegoat","miedo","chivo expiatorio"
"scapegoat","negativo","chivo expiatorio"
"scar","enfado","cicatriz"
"scar","desagrado","cicatriz"
"scar","miedo","cicatriz"
"scar","negativo","cicatriz"
"scar","tristeza","cicatriz"
"scarce","miedo","escaso"
"scarce","negativo","escaso"
"scarce","tristeza","escaso"
"scarcely","negativo","apenas"
"scarcely","tristeza","apenas"
"scarcity","enfado","escasez"
"scarcity","miedo","escasez"
"scarcity","negativo","escasez"
"scarcity","tristeza","escasez"
"scare","enfado","susto"
"scare","anticipacion","susto"
"scare","miedo","susto"
"scare","negativo","susto"
"scare","sorpresa","susto"
"scarecrow","miedo","espantapájaros"
"scarecrow","negativo","espantapájaros"
"scarecrow","positivo","espantapájaros"
"scavenger","negativo","carroñero"
"sceptical","confianza","escéptico"
"scheme","negativo","esquema"
"schism","enfado","cisma"
"schism","negativo","cisma"
"schizophrenia","enfado","esquizofrenia"
"schizophrenia","desagrado","esquizofrenia"
"schizophrenia","miedo","esquizofrenia"
"schizophrenia","negativo","esquizofrenia"
"schizophrenia","tristeza","esquizofrenia"
"scholar","positivo","erudito"
"scholarship","alegria","beca"
"scholarship","positivo","beca"
"school","confianza","colegio"
"sciatica","negativo","ciática"
"scientific","positivo","científico"
"scientific","confianza","científico"
"scientist","anticipacion","científico"
"scientist","positivo","científico"
"scientist","confianza","científico"
"scintilla","positivo","chispa"
"scoff","enfado","burla"
"scoff","desagrado","burla"
"scoff","negativo","burla"
"scold","enfado","regaño"
"scold","desagrado","regaño"
"scold","miedo","regaño"
"scold","negativo","regaño"
"scold","tristeza","regaño"
"scolding","enfado","regaño"
"scolding","negativo","regaño"
"scorching","enfado","abrasador"
"scorching","negativo","abrasador"
"score","anticipacion","Puntuación"
"score","alegria","Puntuación"
"score","positivo","Puntuación"
"score","sorpresa","Puntuación"
"scorn","enfado","desdén"
"scorn","negativo","desdén"
"scorpion","enfado","escorpión"
"scorpion","desagrado","escorpión"
"scorpion","miedo","escorpión"
"scorpion","negativo","escorpión"
"scorpion","sorpresa","escorpión"
"scotch","negativo","escocés"
"scoundrel","enfado","sinvergüenza"
"scoundrel","desagrado","sinvergüenza"
"scoundrel","miedo","sinvergüenza"
"scoundrel","negativo","sinvergüenza"
"scoundrel","confianza","sinvergüenza"
"scourge","enfado","azotar"
"scourge","miedo","azotar"
"scourge","negativo","azotar"
"scourge","tristeza","azotar"
"scrambling","negativo","pelea"
"scrapie","enfado","scrapie"
"scrapie","miedo","scrapie"
"scrapie","negativo","scrapie"
"scrapie","tristeza","scrapie"
"scream","enfado","gritar"
"scream","desagrado","gritar"
"scream","miedo","gritar"
"scream","negativo","gritar"
"scream","sorpresa","gritar"
"screaming","enfado","gritando"
"screaming","desagrado","gritando"
"screaming","miedo","gritando"
"screaming","negativo","gritando"
"screech","miedo","chillido"
"screech","negativo","chillido"
"screech","sorpresa","chillido"
"screwed","enfado","atornillado"
"screwed","negativo","atornillado"
"scribe","positivo","escriba"
"scrimmage","negativo","pelea"
"scrimmage","sorpresa","pelea"
"script","positivo","guión"
"scripture","confianza","Sagrada Escritura"
"scrub","desagrado","fregar"
"scrub","negativo","fregar"
"scrumptious","positivo","de chuparse los dedos"
"scrutinize","anticipacion","escudriñar"
"scrutinize","negativo","escudriñar"
"scrutiny","negativo","escrutinio"
"sculpture","positivo","escultura"
"scum","desagrado","escoria"
"scum","negativo","escoria"
"sea","positivo","mar"
"seal","positivo","sello"
"seal","confianza","sello"
"seals","confianza","focas"
"sear","negativo","marchito"
"seasoned","positivo","sazonado"
"secession","negativo","secesión"
"secluded","negativo","aislado"
"secluded","tristeza","aislado"
"seclusion","miedo","reclusión"
"seclusion","negativo","reclusión"
"seclusion","positivo","reclusión"
"secondhand","negativo","segunda mano"
"secrecy","sorpresa","secreto"
"secrecy","confianza","secreto"
"secret","confianza","secreto"
"secretariat","positivo","secretaría"
"secrete","desagrado","secretar"
"secretion","desagrado","secreción"
"secretion","negativo","secreción"
"secretive","negativo","reservado"
"sectarian","enfado","sectario"
"sectarian","miedo","sectario"
"sectarian","negativo","sectario"
"secular","anticipacion","secular"
"securities","confianza","valores"
"sedition","enfado","sedición"
"sedition","negativo","sedición"
"sedition","tristeza","sedición"
"seduce","negativo","seducir"
"seduction","negativo","seducción"
"seductive","anticipacion","seductor"
"seek","anticipacion","buscar"
"segregate","enfado","segregar"
"segregate","desagrado","segregar"
"segregate","negativo","segregar"
"segregate","tristeza","segregar"
"segregated","negativo","aislado"
"seize","miedo","confiscar"
"seize","negativo","confiscar"
"seizure","miedo","incautación"
"selfish","enfado","egoísta"
"selfish","desagrado","egoísta"
"selfish","negativo","egoísta"
"selfishness","negativo","egoísmo"
"senate","confianza","senado"
"senile","miedo","senil"
"senile","negativo","senil"
"senile","tristeza","senil"
"seniority","positivo","antigüedad"
"seniority","confianza","antigüedad"
"sensational","alegria","sensacional"
"sensational","positivo","sensacional"
"sense","positivo","sentido"
"senseless","enfado","sin sentido"
"senseless","desagrado","sin sentido"
"senseless","miedo","sin sentido"
"senseless","negativo","sin sentido"
"senseless","tristeza","sin sentido"
"senseless","sorpresa","sin sentido"
"sensibility","positivo","sensibilidad"
"sensibly","positivo","sesudamente"
"sensual","anticipacion","sensual"
"sensual","alegria","sensual"
"sensual","negativo","sensual"
"sensual","positivo","sensual"
"sensual","sorpresa","sensual"
"sensual","confianza","sensual"
"sensuality","anticipacion","sensualidad"
"sensuality","alegria","sensualidad"
"sensuality","positivo","sensualidad"
"sensuous","alegria","sensual"
"sensuous","positivo","sensual"
"sentence","enfado","frase"
"sentence","anticipacion","frase"
"sentence","desagrado","frase"
"sentence","miedo","frase"
"sentence","negativo","frase"
"sentence","tristeza","frase"
"sentimental","positivo","sentimental"
"sentimentality","positivo","sentimentalismo"
"sentinel","positivo","centinela"
"sentinel","confianza","centinela"
"sentry","confianza","centinela"
"separatist","enfado","separatista"
"separatist","desagrado","separatista"
"separatist","negativo","separatista"
"sepsis","miedo","septicemia"
"sepsis","negativo","septicemia"
"sepsis","tristeza","septicemia"
"septic","desagrado","séptico"
"septic","negativo","séptico"
"sequel","anticipacion","continuación"
"sequestration","negativo","secuestro"
"sequestration","tristeza","secuestro"
"serene","negativo","sereno"
"serene","confianza","sereno"
"serenity","anticipacion","serenidad"
"serenity","alegria","serenidad"
"serenity","positivo","serenidad"
"serenity","confianza","serenidad"
"serial","anticipacion","de serie"
"series","confianza","serie"
"seriousness","miedo","gravedad"
"seriousness","tristeza","gravedad"
"sermon","positivo","sermón"
"sermon","confianza","sermón"
"serpent","desagrado","serpiente"
"serpent","miedo","serpiente"
"serpent","negativo","serpiente"
"serum","positivo","suero"
"servant","negativo","servidor"
"servant","confianza","servidor"
"serve","negativo","servir"
"serve","confianza","servir"
"servile","desagrado","servil"
"servile","miedo","servil"
"servile","negativo","servil"
"servile","tristeza","servil"
"servitude","negativo","servidumbre"
"setback","negativo","retrasar"
"setback","tristeza","retrasar"
"settlor","miedo","colono"
"settlor","positivo","colono"
"sever","negativo","cortar"
"severance","tristeza","ruptura"
"sewage","desagrado","aguas residuales"
"sewage","negativo","aguas residuales"
"sewer","desagrado","alcantarilla"
"sewerage","desagrado","alcantarillado"
"sewerage","negativo","alcantarillado"
"sex","anticipacion","sexo"
"sex","alegria","sexo"
"sex","positivo","sexo"
"sex","confianza","sexo"
"shabby","desagrado","desgastado"
"shabby","negativo","desgastado"
"shack","desagrado","choza"
"shack","negativo","choza"
"shack","tristeza","choza"
"shackle","enfado","encadenar"
"shackle","anticipacion","encadenar"
"shackle","desagrado","encadenar"
"shackle","miedo","encadenar"
"shackle","negativo","encadenar"
"shackle","tristeza","encadenar"
"shady","miedo","sombreado"
"shady","negativo","sombreado"
"shaking","miedo","sacudida"
"shaking","negativo","sacudida"
"shaky","enfado","tembloroso"
"shaky","anticipacion","tembloroso"
"shaky","miedo","tembloroso"
"shaky","negativo","tembloroso"
"sham","enfado","impostor"
"sham","desagrado","impostor"
"sham","negativo","impostor"
"shambles","negativo","ruinas"
"shame","desagrado","vergüenza"
"shame","miedo","vergüenza"
"shame","negativo","vergüenza"
"shame","tristeza","vergüenza"
"shameful","negativo","vergonzoso"
"shameful","tristeza","vergonzoso"
"shameless","desagrado","desvergonzado"
"shameless","negativo","desvergonzado"
"shanghai","desagrado","llevar a la fuerza"
"shanghai","miedo","llevar a la fuerza"
"shanghai","negativo","llevar a la fuerza"
"shank","miedo","caña"
"shape","positivo","forma"
"shapely","positivo","bien proporcionado"
"share","anticipacion","compartir"
"share","alegria","compartir"
"share","positivo","compartir"
"share","confianza","compartir"
"shark","negativo","tiburón"
"sharpen","enfado","afilar"
"sharpen","anticipacion","afilar"
"shatter","enfado","romper"
"shatter","miedo","romper"
"shatter","negativo","romper"
"shatter","tristeza","romper"
"shatter","sorpresa","romper"
"shattered","negativo","destrozado"
"shattered","tristeza","destrozado"
"shed","negativo","cobertizo"
"shell","enfado","cáscara"
"shell","miedo","cáscara"
"shell","negativo","cáscara"
"shell","tristeza","cáscara"
"shell","sorpresa","cáscara"
"shelter","positivo","abrigo"
"shelter","confianza","abrigo"
"shelved","negativo","estantería"
"shepherd","positivo","pastor"
"shepherd","confianza","pastor"
"sheriff","confianza","alguacil"
"shine","positivo","brillar"
"shining","anticipacion","brillante"
"shining","alegria","brillante"
"shining","positivo","brillante"
"ship","anticipacion","Embarcacion"
"shipwreck","miedo","naufragio"
"shipwreck","negativo","naufragio"
"shipwreck","tristeza","naufragio"
"shit","enfado","mierda"
"shit","desagrado","mierda"
"shit","negativo","mierda"
"shiver","enfado","temblar"
"shiver","anticipacion","temblar"
"shiver","miedo","temblar"
"shiver","negativo","temblar"
"shiver","tristeza","temblar"
"shock","enfado","conmoción"
"shock","miedo","conmoción"
"shock","negativo","conmoción"
"shock","sorpresa","conmoción"
"shockingly","sorpresa","espantosamente"
"shoddy","enfado","pacotilla"
"shoddy","desagrado","pacotilla"
"shoddy","negativo","pacotilla"
"shoot","enfado","disparar"
"shoot","miedo","disparar"
"shoot","negativo","disparar"
"shooter","miedo","tirador"
"shooting","enfado","disparo"
"shooting","miedo","disparo"
"shooting","negativo","disparo"
"shopkeeper","confianza","tendero"
"shoplifting","enfado","hurto"
"shoplifting","desagrado","hurto"
"shoplifting","negativo","hurto"
"shopping","anticipacion","compras"
"shopping","alegria","compras"
"shopping","positivo","compras"
"shopping","sorpresa","compras"
"shopping","confianza","compras"
"shortage","enfado","escasez"
"shortage","miedo","escasez"
"shortage","negativo","escasez"
"shortage","tristeza","escasez"
"shortcoming","negativo","defecto"
"shortly","anticipacion","dentro de poco"
"shot","enfado","Disparo"
"shot","miedo","Disparo"
"shot","negativo","Disparo"
"shot","tristeza","Disparo"
"shot","sorpresa","Disparo"
"shoulder","positivo","hombro"
"shoulder","confianza","hombro"
"shout","enfado","gritar"
"shout","sorpresa","gritar"
"shove","enfado","empujón"
"shove","negativo","empujón"
"show","confianza","espectáculo"
"showy","negativo","llamativo"
"shrapnel","miedo","metralla"
"shrewd","positivo","perspicaz"
"shriek","enfado","grito"
"shriek","miedo","grito"
"shriek","negativo","grito"
"shriek","tristeza","grito"
"shriek","sorpresa","grito"
"shrill","enfado","estridente"
"shrill","miedo","estridente"
"shrill","negativo","estridente"
"shrill","sorpresa","estridente"
"shrink","miedo","encogimiento"
"shrink","negativo","encogimiento"
"shrink","tristeza","encogimiento"
"shroud","tristeza","sudario"
"shrunk","negativo","encogido"
"shudder","miedo","estremecimiento"
"shudder","negativo","estremecimiento"
"shun","enfado","rehuir"
"shun","desagrado","rehuir"
"shun","negativo","rehuir"
"shun","tristeza","rehuir"
"sib","confianza","hermano"
"sick","desagrado","enfermo"
"sick","negativo","enfermo"
"sick","tristeza","enfermo"
"sickening","enfado","nauseabundo"
"sickening","desagrado","nauseabundo"
"sickening","miedo","nauseabundo"
"sickening","negativo","nauseabundo"
"sickening","tristeza","nauseabundo"
"sickly","desagrado","enfermizo"
"sickly","negativo","enfermizo"
"sickly","tristeza","enfermizo"
"sickness","desagrado","enfermedad"
"sickness","miedo","enfermedad"
"sickness","negativo","enfermedad"
"sickness","tristeza","enfermedad"
"signature","confianza","firma"
"signify","anticipacion","significar"
"silk","positivo","seda"
"silly","alegria","tonto"
"silly","negativo","tonto"
"simmer","enfado","hervir a fuego lento"
"simmer","anticipacion","hervir a fuego lento"
"simmering","anticipacion","hirviendo a fuego lento"
"simplify","anticipacion","simplificar"
"simplify","alegria","simplificar"
"simplify","positivo","simplificar"
"simplify","sorpresa","simplificar"
"simplify","confianza","simplificar"
"sin","enfado","pecado"
"sin","desagrado","pecado"
"sin","miedo","pecado"
"sin","negativo","pecado"
"sin","tristeza","pecado"
"sincere","positivo","sincero"
"sincere","confianza","sincero"
"sincerity","positivo","sinceridad"
"sinful","enfado","pecaminoso"
"sinful","desagrado","pecaminoso"
"sinful","miedo","pecaminoso"
"sinful","negativo","pecaminoso"
"sinful","tristeza","pecaminoso"
"sing","anticipacion","canta"
"sing","alegria","canta"
"sing","positivo","canta"
"sing","tristeza","canta"
"sing","confianza","canta"
"singly","positivo","individualmente"
"singularly","sorpresa","particularmente"
"sinister","enfado","siniestro"
"sinister","desagrado","siniestro"
"sinister","miedo","siniestro"
"sinister","negativo","siniestro"
"sinner","enfado","pecador"
"sinner","desagrado","pecador"
"sinner","miedo","pecador"
"sinner","negativo","pecador"
"sinner","tristeza","pecador"
"sinning","desagrado","pecando"
"sinning","negativo","pecando"
"sir","positivo","señor"
"sir","confianza","señor"
"siren","miedo","sirena"
"siren","negativo","sirena"
"sissy","negativo","marica"
"sisterhood","enfado","hermandad"
"sisterhood","positivo","hermandad"
"sisterhood","tristeza","hermandad"
"sisterhood","sorpresa","hermandad"
"sisterhood","confianza","hermandad"
"sizzle","enfado","chisporrotear"
"skeptical","negativo","escéptico"
"sketchy","negativo","incompleto"
"skewed","enfado","sesgada"
"skewed","anticipacion","sesgada"
"skewed","negativo","sesgada"
"skid","enfado","patinar"
"skid","miedo","patinar"
"skid","negativo","patinar"
"skid","tristeza","patinar"
"skilled","positivo","experto"
"skillful","positivo","hábil"
"skillful","confianza","hábil"
"skip","negativo","omitir"
"skirmish","enfado","escaramuza"
"skirmish","negativo","escaramuza"
"sky","positivo","cielo"
"slack","negativo","flojo"
"slag","negativo","escoria"
"slam","enfado","golpe"
"slam","miedo","golpe"
"slam","negativo","golpe"
"slam","sorpresa","golpe"
"slander","enfado","calumnia"
"slander","desagrado","calumnia"
"slander","negativo","calumnia"
"slanderous","negativo","difamatorio"
"slap","enfado","bofetada"
"slap","negativo","bofetada"
"slap","sorpresa","bofetada"
"slash","enfado","barra oblicua"
"slate","positivo","pizarra"
"slaughter","enfado","sacrificio"
"slaughter","desagrado","sacrificio"
"slaughter","miedo","sacrificio"
"slaughter","negativo","sacrificio"
"slaughter","tristeza","sacrificio"
"slaughter","sorpresa","sacrificio"
"slaughterhouse","enfado","matadero"
"slaughterhouse","desagrado","matadero"
"slaughterhouse","miedo","matadero"
"slaughterhouse","negativo","matadero"
"slaughterhouse","tristeza","matadero"
"slaughtering","enfado","matanza"
"slaughtering","desagrado","matanza"
"slaughtering","miedo","matanza"
"slaughtering","negativo","matanza"
"slaughtering","tristeza","matanza"
"slaughtering","sorpresa","matanza"
"slave","enfado","esclavo"
"slave","miedo","esclavo"
"slave","negativo","esclavo"
"slave","tristeza","esclavo"
"slavery","enfado","esclavitud"
"slavery","desagrado","esclavitud"
"slavery","miedo","esclavitud"
"slavery","negativo","esclavitud"
"slavery","tristeza","esclavitud"
"slay","enfado","matar"
"slay","negativo","matar"
"slayer","enfado","asesino"
"slayer","desagrado","asesino"
"slayer","miedo","asesino"
"slayer","negativo","asesino"
"slayer","tristeza","asesino"
"slayer","sorpresa","asesino"
"sleek","positivo","pulcro"
"sleet","negativo","aguanieve"
"slender","positivo","esbelto"
"slim","positivo","Delgado"
"slime","desagrado","limo"
"slimy","desagrado","baboso"
"slimy","negativo","baboso"
"slink","negativo","escabullirse"
"slip","negativo","resbalón"
"slip","sorpresa","resbalón"
"slop","desagrado","agua sucia"
"slop","negativo","agua sucia"
"sloppy","desagrado","descuidado"
"sloppy","negativo","descuidado"
"sloth","desagrado","perezoso"
"sloth","negativo","perezoso"
"slouch","negativo","flexible"
"slough","negativo","mudar"
"slowness","negativo","lentitud"
"sludge","desagrado","lodo"
"sludge","negativo","lodo"
"slug","desagrado","babosa"
"slug","negativo","babosa"
"sluggish","negativo","lento"
"sluggish","tristeza","lento"
"slum","desagrado","barrio bajo"
"slum","negativo","barrio bajo"
"slump","negativo","depresión"
"slump","tristeza","depresión"
"slur","enfado","calumnia"
"slur","desagrado","calumnia"
"slur","negativo","calumnia"
"slur","tristeza","calumnia"
"slush","desagrado","fango"
"slush","negativo","fango"
"slush","sorpresa","fango"
"slut","enfado","puta"
"slut","desagrado","puta"
"slut","negativo","puta"
"sly","enfado","astuto"
"sly","desagrado","astuto"
"sly","miedo","astuto"
"sly","negativo","astuto"
"smack","enfado","tortazo"
"smack","negativo","tortazo"
"small","negativo","pequeña"
"smash","enfado","aplastar"
"smash","miedo","aplastar"
"smash","negativo","aplastar"
"smashed","negativo","colocado"
"smattering","negativo","noción"
"smell","enfado","oler"
"smell","desagrado","oler"
"smell","negativo","oler"
"smelling","desagrado","oliendo"
"smelling","negativo","oliendo"
"smile","alegria","sonreír"
"smile","positivo","sonreír"
"smile","sorpresa","sonreír"
"smile","confianza","sonreír"
"smiling","alegria","sonriente"
"smiling","positivo","sonriente"
"smirk","negativo","sonrisa afectada"
"smite","enfado","herir"
"smite","miedo","herir"
"smite","negativo","herir"
"smite","tristeza","herir"
"smith","confianza","Herrero"
"smitten","positivo","enamorado"
"smoker","negativo","fumador"
"smoothness","positivo","suavidad"
"smother","enfado","ahogar"
"smother","negativo","ahogar"
"smudge","negativo","mancha"
"smug","negativo","presumido"
"smuggle","miedo","hacer contrabando"
"smuggle","negativo","hacer contrabando"
"smuggler","enfado","contrabandista"
"smuggler","desagrado","contrabandista"
"smuggler","miedo","contrabandista"
"smuggler","negativo","contrabandista"
"smuggling","negativo","contrabando"
"smut","desagrado","tizón"
"smut","miedo","tizón"
"smut","negativo","tizón"
"snag","negativo","engancharse"
"snag","sorpresa","engancharse"
"snags","negativo","inconvenientes"
"snake","desagrado","serpiente"
"snake","miedo","serpiente"
"snake","negativo","serpiente"
"snare","miedo","trampa"
"snare","negativo","trampa"
"snarl","enfado","gruñido"
"snarl","desagrado","gruñido"
"snarl","negativo","gruñido"
"snarling","enfado","gruñendo"
"snarling","negativo","gruñendo"
"sneak","enfado","furtivo"
"sneak","miedo","furtivo"
"sneak","negativo","furtivo"
"sneak","sorpresa","furtivo"
"sneaking","anticipacion","furtivo"
"sneaking","miedo","furtivo"
"sneaking","negativo","furtivo"
"sneaking","confianza","furtivo"
"sneer","enfado","burla"
"sneer","desagrado","burla"
"sneer","negativo","burla"
"sneeze","desagrado","estornudo"
"sneeze","negativo","estornudo"
"sneeze","sorpresa","estornudo"
"snicker","positivo","risa disimulada"
"snide","negativo","sarcástico"
"snob","negativo","snob"
"snort","tristeza","bufido"
"soak","negativo","Sumergir"
"sob","negativo","sollozo"
"sob","tristeza","sollozo"
"sobriety","positivo","sobriedad"
"sobriety","confianza","sobriedad"
"sociable","positivo","sociable"
"socialism","desagrado","socialismo"
"socialism","miedo","socialismo"
"socialist","enfado","socialista"
"socialist","desagrado","socialista"
"socialist","miedo","socialista"
"socialist","negativo","socialista"
"socialist","tristeza","socialista"
"soil","desagrado","suelo"
"soil","negativo","suelo"
"soiled","desagrado","manchado"
"soiled","negativo","manchado"
"solace","positivo","consuelo"
"soldier","enfado","soldado"
"soldier","positivo","soldado"
"soldier","tristeza","soldado"
"solid","positivo","sólido"
"solidarity","confianza","solidaridad"
"solidity","positivo","solidez"
"solidity","confianza","solidez"
"solution","positivo","solución"
"solvency","positivo","solvencia"
"somatic","negativo","somático"
"somatic","sorpresa","somático"
"somber","negativo","sombrío"
"somber","tristeza","sombrío"
"sonar","anticipacion","sonar"
"sonar","positivo","sonar"
"sonata","positivo","sonata"
"sonnet","alegria","soneto"
"sonnet","positivo","soneto"
"sonnet","tristeza","soneto"
"sonorous","alegria","sonoro"
"sonorous","positivo","sonoro"
"soot","desagrado","Hollín"
"soot","negativo","Hollín"
"soothe","positivo","calmar"
"soothing","alegria","calmante"
"soothing","positivo","calmante"
"soothing","confianza","calmante"
"sorcery","anticipacion","brujería"
"sorcery","miedo","brujería"
"sorcery","negativo","brujería"
"sorcery","sorpresa","brujería"
"sordid","enfado","sórdido"
"sordid","desagrado","sórdido"
"sordid","miedo","sórdido"
"sordid","negativo","sórdido"
"sordid","tristeza","sórdido"
"sore","enfado","dolorido"
"sore","negativo","dolorido"
"sore","tristeza","dolorido"
"sorely","negativo","dolorosamente"
"sorely","tristeza","dolorosamente"
"soreness","desagrado","dolor"
"soreness","negativo","dolor"
"soreness","tristeza","dolor"
"sorrow","miedo","dolor"
"sorrow","negativo","dolor"
"sorrow","tristeza","dolor"
"sorrowful","negativo","triste"
"sorrowful","tristeza","triste"
"sorter","positivo","clasificador"
"sortie","miedo","salida"
"sortie","negativo","salida"
"soulless","desagrado","desalmado"
"soulless","miedo","desalmado"
"soulless","negativo","desalmado"
"soulless","tristeza","desalmado"
"soulmate","miedo","alma gemela"
"soulmate","negativo","alma gemela"
"soundness","anticipacion","solvencia"
"soundness","alegria","solvencia"
"soundness","positivo","solvencia"
"soundness","confianza","solvencia"
"soup","positivo","sopa"
"sour","desagrado","agrio"
"sour","negativo","agrio"
"sovereign","confianza","soberano"
"spa","anticipacion","spa"
"spa","alegria","spa"
"spa","positivo","spa"
"spa","sorpresa","spa"
"spa","confianza","spa"
"spacious","positivo","espacioso"
"spaniel","alegria","spaniel"
"spaniel","positivo","spaniel"
"spaniel","confianza","spaniel"
"spank","enfado","azotar"
"spank","miedo","azotar"
"spank","negativo","azotar"
"spank","tristeza","azotar"
"spanking","enfado","azotaina"
"sparkle","anticipacion","brillar"
"sparkle","alegria","brillar"
"sparkle","positivo","brillar"
"sparkle","sorpresa","brillar"
"spasm","miedo","espasmo"
"spasm","negativo","espasmo"
"spat","enfado","escupió"
"spat","negativo","escupió"
"spear","enfado","lanza"
"spear","anticipacion","lanza"
"spear","miedo","lanza"
"spear","negativo","lanza"
"special","alegria","especial"
"special","positivo","especial"
"specialist","confianza","especialista"
"specialize","confianza","especializarse"
"specie","positivo","metálico"
"speck","desagrado","Partícula"
"speck","negativo","Partícula"
"spectacle","negativo","espectáculo"
"spectacle","positivo","espectáculo"
"spectacular","anticipacion","espectacular"
"spectacular","sorpresa","espectacular"
"specter","miedo","espectro"
"specter","negativo","espectro"
"specter","tristeza","espectro"
"spectral","negativo","espectral"
"speculation","miedo","especulación"
"speculation","negativo","especulación"
